Row Labels,Min of Effective_Start_Date__c,Max of Effective_End_Date__c,Max of Effective_Start_Date__c,Current State,placeholder
001j000000k20JLAAY,6/4/2020,9/24/2022,6/4/2020,Renewable,1
001j000000k20kcAAA,1/12/2016,3/11/2024,6/16/2021,Renewable,1
001j000000k20kJAAQ,8/15/2018,8/14/2022,8/15/2021,Evergreen,0
001j000000k20lHAAQ,5/3/2019,5/2/2022,5/3/2019,Renewable,1
001j000000k20lpAAA,1/19/2017,,1/19/2017,Evergreen,0
001j000000k20lqAAA,7/12/2021,7/11/2024,7/12/2021,Renewable,1
001j000000k20myAAA,6/29/2016,2/12/2022,3/28/2021,Renewable,1
001j000000k20o1AAA,8/1/2020,1/31/2024,3/5/2021,Renewable,1
001j000000k20poAAA,2/11/2016,,3/18/2021,Evergreen,0
001j000000k20RQAAY,9/3/2021,9/2/2024,9/3/2021,Renewable,1
001j000000k20rsAAA,2/13/2022,2/12/2025,2/13/2023,Renewable,1
001j000000k20RwAAI,11/7/2018,11/6/2023,6/9/2021,Renewable,1
001j000000k20sBAAQ,11/12/2020,11/11/2023,11/12/2020,Renewable,1
001j000000k20SkAAI,12/21/2021,1/20/2023,1/21/2022,Renewable,1
001j000000k20SmAAI,6/23/2015,,6/23/2015,Evergreen,0
001j000000k20txAAA,1/8/2016,3/2/2020,1/8/2016,Evergreen,0
001j000000k20TZAAY,5/1/2021,7/31/2024,8/1/2021,Renewable,1
001j000000k20UKAAY,6/20/2018,,3/16/2021,Evergreen,0
001j000000k20v1AAA,9/17/2020,12/16/2023,9/17/2020,Renewable,1
001j000000k20v7AAA,4/8/2019,4/8/2022,4/9/2021,Renewable,1
001j000000k20VGAAY,4/30/2018,10/27/2020,10/28/2020,Evergreen,0
001j000000k20vtAAA,4/11/2015,,3/1/2021,Evergreen,0
001j000000k20vWAAQ,6/1/2020,11/30/2024,12/1/2021,Renewable,1
001j000000k20xQAAQ,5/25/2021,7/24/2022,5/25/2021,Renewable,1
001j000000k20XwAAI,10/1/2021,12/31/2024,1/1/2022,Renewable,1
001j000000k20y0AAA,10/28/2020,,10/28/2020,Evergreen,0
001j000000k20Y8AAI,6/12/2015,9/11/2023,9/12/2020,Renewable,1
001j000000k212DAAQ,8/26/2020,8/25/2023,8/26/2020,Renewable,1
001j000000k217UAAQ,11/20/2015,,2/8/2021,Evergreen,0
001j000000k218EAAQ,3/31/2021,3/30/2024,3/31/2021,Renewable,1
001j000000k218vAAA,1/27/2016,6/26/2023,6/27/2021,Evergreen,0
001j000000k218XAAQ,2/27/2020,2/26/2023,2/27/2020,Renewable,1
001j000000k219CAAQ,6/19/2019,7/3/2019,6/19/2019,Renewable,1
001j000000k21acAAA,1/3/2022,4/2/2025,4/3/2022,Renewable,1
001j000000k21bcAAA,6/26/2019,,6/26/2019,Evergreen,0
001j000000k21BDAAY,3/23/2020,3/22/2023,9/23/2020,Renewable,1
001j000000k21bpAAA,12/1/2020,11/30/2023,12/1/2020,Renewable,1
001j000000k21bTAAQ,6/26/2019,12/24/2022,12/25/2019,Renewable,1
001j000000k21d0AAA,9/15/2019,9/14/2020,9/15/2019,Renewable,1
001j000000k21dCAAQ,12/27/2021,12/26/2024,12/27/2021,Renewable,1
001j000000k21DuAAI,11/30/2020,11/29/2024,11/30/2021,Renewable,1
001j000000k21E3AAI,5/27/2016,1/1/2024,1/2/2021,Renewable,1
001j000000k21FhAAI,3/7/2016,5/11/2024,5/12/2021,Renewable,1
001j000000k21FkAAI,7/30/2020,7/29/2023,7/30/2020,Renewable,1
001j000000k21FNAAY,4/1/2020,3/31/2022,7/1/2020,Renewable,1
001j000000k21fqAAA,9/3/2020,12/2/2020,9/3/2020,Renewable,1
001j000000k21G8AAI,5/4/2017,2/3/2023,2/4/2021,Renewable,1
001j000000k21HBAAY,11/28/2018,,1/21/2021,Evergreen,0
001j000000k21HpAAI,6/15/2018,,6/15/2018,Evergreen,0
001j000000k21iGAAQ,2/22/2019,7/21/2022,2/22/2019,Renewable,1
001j000000k21ikAAA,3/15/2019,3/14/2025,3/15/2022,Renewable,1
001j000000k21ipAAA,9/26/2019,12/28/2024,1/26/2022,Renewable,1
001j000000k21iqAAA,1/10/2017,,1/10/2017,Evergreen,0
001j000000k21J5AAI,1/1/2018,,3/6/2021,Evergreen,0
001j000000k21jbAAA,11/23/2018,,11/23/2018,Evergreen,0
001j000000k21JOAAY,6/30/2016,,6/30/2016,Evergreen,0
001j000000k21jqAAA,6/25/2019,6/25/2024,6/26/2021,Renewable,1
001j000000k21jRAAQ,11/5/2015,10/30/2022,4/9/2021,Renewable,1
001j000000k21k9AAA,5/31/2016,,5/31/2016,Evergreen,0
001j000000k21kAAAQ,6/23/2017,5/10/2020,1/25/2021,Renewable,1
001j000000k21kmAAA,10/14/2016,,3/17/2021,Evergreen,0
001j000000k21kRAAQ,7/12/2016,3/6/2020,7/12/2016,Evergreen,0
001j000000k21LCAAY,6/13/2017,,6/13/2017,Evergreen,0
001j000000k21LkAAI,9/26/2016,,9/26/2016,Evergreen,0
001j000000k21LsAAI,11/29/2018,,11/29/2018,Evergreen,0
001j000000k21LuAAI,1/3/2018,1/2/2025,1/3/2022,Renewable,1
001j000000k21LxAAI,11/23/2020,,11/23/2020,Evergreen,0
001j000000k21LyAAI,11/17/2015,,11/17/2015,Evergreen,0
001j000000k21lYAAQ,6/1/2019,5/31/2022,6/1/2019,Renewable,1
001j000000k21M3AAI,6/27/2017,8/27/2023,8/28/2020,Renewable,1
001j000000k21M5AAI,9/30/2015,9/27/2024,9/28/2021,Renewable,1
001j000000k21M7AAI,12/28/2017,1/1/2024,1/2/2021,Renewable,1
001j000000k21M8AAI,5/20/2016,,5/20/2016,Evergreen,0
001j000000k21MbAAI,11/21/2018,,11/21/2018,Evergreen,0
001j000000k21MCAAY,10/18/2016,2/28/2025,3/1/2022,Renewable,1
001j000000k21MfAAI,6/30/2015,,6/30/2015,Evergreen,0
001j000000k21MHAAY,1/15/2016,3/14/2023,10/26/2021,Renewable,1
001j000000k21MJAAY,4/27/2015,9/29/2022,9/30/2019,Renewable,1
001j000000k21MKAAY,3/6/2018,1/11/2020,3/6/2018,Evergreen,0
001j000000k21MNAAY,5/15/2017,1/1/2025,1/2/2022,Renewable,1
001j000000k21MOAAY,4/26/2019,4/26/2024,4/27/2021,Renewable,1
001j000000k21MrAAI,2/10/2017,9/9/2020,9/10/2020,Renewable,1
001j000000k21MSAAY,3/15/2016,12/21/2022,9/9/2021,Evergreen,0
001j000000k21MuAAI,1/13/2017,8/12/2023,8/13/2020,Renewable,1
001j000000k21MwAAI,9/27/2017,3/13/2023,3/13/2020,Renewable,1
001j000000k21mxAAA,4/30/2015,10/22/2022,3/16/2021,Renewable,1
001j000000k21MxAAI,6/16/2017,,6/16/2017,Evergreen,0
001j000000k21N5AAI,7/30/2021,7/29/2022,7/30/2021,Renewable,1
001j000000k21N7AAI,8/13/2019,12/18/2020,8/13/2019,Evergreen,0
001j000000k21NAAAY,9/20/2019,6/14/2024,6/15/2021,Renewable,1
001j000000k21NCAAY,9/26/2016,6/4/2023,6/5/2020,Renewable,1
001j000000k21NGAAY,8/28/2015,7/12/2023,7/13/2020,Renewable,1
001j000000k21NKAAY,11/28/2014,10/12/2024,10/13/2021,Renewable,1
001j000000k21NmAAI,11/4/2014,,11/4/2014,Evergreen,0
001j000000k21NsAAI,10/29/2015,7/13/2021,7/14/2021,Evergreen,0
001j000000k21NXAAY,7/1/2015,3/31/2023,4/1/2021,Renewable,1
001j000000k21OaAAI,4/1/2016,10/30/2022,10/31/2019,Renewable,1
001j000000k21OkAAI,11/3/2015,,11/3/2015,Evergreen,0
001j000000k21oPAAQ,10/5/2017,,10/5/2017,Evergreen,0
001j000000k21osAAA,4/27/2015,4/26/2025,4/27/2022,Renewable,1
001j000000k21ovAAA,7/27/2020,10/26/2023,7/27/2020,Renewable,1
001j000000k21OvAAI,12/19/2017,1/1/2024,1/2/2021,Renewable,1
001j000000k21OVAAY,1/10/2017,,1/10/2017,Evergreen,0
001j000000k21OwAAI,6/24/2015,,6/24/2015,Evergreen,0
001j000000k21OXAAY,12/2/2019,12/1/2022,12/2/2019,Renewable,1
001j000000k21P1AAI,12/8/2016,,12/8/2016,Evergreen,0
001j000000k21pCAAQ,11/10/2016,8/9/2024,8/10/2021,Renewable,1
001j000000k21pdAAA,3/9/2015,12/8/2024,12/9/2021,Evergreen,0
001j000000k21pDAAQ,3/1/2019,2/28/2025,3/1/2022,Renewable,1
001j000000k21PgAAI,9/29/2017,,2/23/2021,Evergreen,0
001j000000k21PKAAY,4/25/2018,,4/25/2018,Evergreen,0
001j000000k21PlAAI,2/15/2017,,3/16/2021,Evergreen,0
001j000000k21pLAAQ,7/23/2015,7/22/2020,7/23/2020,Evergreen,0
001j000000k21PLAAY,5/12/2015,1/19/2023,1/20/2020,Renewable,1
001j000000k21PNAAY,1/9/2017,4/9/2020,1/9/2017,Evergreen,0
001j000000k21PPAAY,5/22/2017,,5/22/2017,Evergreen,0
001j000000k21PqAAI,12/2/2015,9/1/2024,1/17/2022,Renewable,1
001j000000k21PtAAI,8/19/2015,5/28/2022,3/9/2021,Renewable,1
001j000000k21PXAAY,1/25/2018,4/23/2022,11/27/2019,Renewable,1
001j000000k21Q1AAI,10/31/2016,,10/31/2016,Evergreen,0
001j000000k21QBAAY,8/11/2017,10/30/2022,10/31/2019,Renewable,1
001j000000k21QhAAI,11/10/2016,,11/10/2016,Evergreen,0
001j000000k21QNAAY,2/9/2016,,2/9/2016,Evergreen,0
001j000000k21QWAAY,1/4/2018,7/3/2023,7/4/2020,Renewable,1
001j000000k21QXAAY,4/2/2016,,4/2/2016,Evergreen,0
001j000000k21R6AAI,11/21/2017,,11/21/2017,Evergreen,0
001j000000k21R9AAI,4/13/2018,,1/13/2021,Evergreen,0
001j000000k21rcAAA,6/19/2017,,6/19/2017,Evergreen,0
001j000000k21RfAAI,11/10/2016,2/28/2023,12/1/2021,Renewable,1
001j000000k21RpAAI,11/19/2019,11/18/2022,11/19/2019,Renewable,1
001j000000k21RRAAY,11/3/2015,12/31/2023,1/1/2021,Renewable,1
001j000000k21S4AAI,11/7/2016,6/6/2022,7/20/2021,Renewable,1
001j000000k21S5AAI,5/25/2016,,5/25/2016,Evergreen,0
001j000000k21S7AAI,5/27/2015,,1/24/2021,Evergreen,0
001j000000k21S8AAI,6/12/2015,10/31/2022,11/1/2019,Renewable,1
001j000000k21SCAAY,10/24/2016,,3/10/2021,Evergreen,0
001j000000k21SDAAY,5/31/2016,,5/31/2016,Evergreen,0
001j000000k21SeAAI,2/20/2019,,2/20/2019,Evergreen,0
001j000000k21SHAAY,12/20/2017,1/1/2024,10/21/2021,Renewable,1
001j000000k21SjAAI,8/3/2016,6/3/2024,6/4/2021,Renewable,1
001j000000k21SkAAI,7/23/2018,3/31/2021,4/1/2021,Evergreen,0
001j000000k21SKAAY,10/31/2016,1/27/2021,1/28/2021,Evergreen,0
001j000000k21SOAAY,12/3/2015,6/2/2024,6/18/2021,Renewable,1
001j000000k21SPAAY,6/30/2015,8/27/2022,6/30/2015,Renewable,1
001j000000k21SQAAY,5/1/2019,4/30/2022,5/29/2020,Renewable,1
001j000000k21SRAAY,8/22/2016,,8/22/2016,Evergreen,0
001j000000k21SvAAI,12/11/2014,1/1/2024,1/2/2021,Renewable,1
001j000000k21SVAAY,3/22/2016,9/21/2024,9/22/2021,Renewable,1
001j000000k21T0AAI,8/28/2018,,8/28/2018,Evergreen,0
001j000000k21T5AAI,7/11/2017,,3/11/2021,Evergreen,0
001j000000k21TfAAI,2/28/2017,,1/22/2021,Evergreen,0
001j000000k21TIAAY,11/13/2015,,11/13/2015,Evergreen,0
001j000000k21TjAAI,1/28/2016,,1/28/2016,Evergreen,0
001j000000k21TmAAI,3/9/2017,10/8/2024,10/9/2021,Evergreen,0
001j000000k21TnAAI,2/16/2018,,2/16/2018,Evergreen,0
001j000000k21TNAAY,11/18/2016,1/1/2024,11/18/2016,Renewable,1
001j000000k21TsAAI,10/18/2016,,3/1/2021,Evergreen,0
001j000000k21TTAAY,1/26/2016,12/25/2024,1/5/2022,Renewable,1
001j000000k21TuAAI,11/18/2016,,11/18/2016,Evergreen,0
001j000000k21TZAAY,5/21/2016,4/20/2024,4/21/2021,Renewable,1
001j000000k21U6AAI,3/15/2018,,12/16/2020,Evergreen,0
001j000000k21U8AAI,12/12/2015,,12/12/2015,Evergreen,0
001j000000k21UBAAY,5/10/2018,,12/15/2020,Evergreen,0
001j000000k21UDAAY,3/28/2016,12/1/2022,12/2/2019,Renewable,1
001j000000k21UEAAY,10/19/2018,,1/20/2021,Evergreen,0
001j000000k21UHAAY,2/4/2015,11/10/2023,1/11/2021,Renewable,1
001j000000k21UMAAY,9/17/2021,10/16/2024,10/17/2021,Renewable,1
001j000000k21UOAAY,6/30/2016,,6/30/2016,Evergreen,0
001j000000k21UrAAI,3/11/2016,10/9/2022,10/10/2019,Renewable,1
001j000000k21V8AAI,12/7/2020,12/6/2024,12/7/2021,Renewable,1
001j000000k21VBAAY,11/15/2017,12/29/2023,12/30/2020,Renewable,1
001j000000k21vKAAQ,8/30/2018,7/9/2023,4/8/2021,Renewable,1
001j000000k21VPAAY,5/13/2019,5/12/2020,5/13/2019,Renewable,1
001j000000k21VuAAI,10/7/2018,11/26/2023,11/27/2020,Evergreen,0
001j000000k21vwAAA,5/1/2017,10/1/2023,8/1/2021,Renewable,1
001j000000k21VYAAY,10/3/2018,,10/3/2018,Evergreen,0
001j000000k21W8AAI,1/1/2022,12/31/2024,1/1/2022,Renewable,1
001j000000k21wdAAA,12/19/2017,12/31/2023,1/1/2021,Renewable,1
001j000000k21wfAAA,12/21/2020,12/20/2023,9/8/2021,Renewable,1
001j000000k21wHAAQ,11/21/2018,9/24/2019,11/21/2018,Evergreen,0
001j000000k21wVAAQ,11/10/2016,,11/10/2016,Evergreen,0
001j000000k21xeAAA,11/15/2017,,3/8/2021,Evergreen,0
001j000000k21xsAAA,1/30/2017,8/27/2022,12/15/2020,Renewable,1
001j000000k21XSAAY,11/23/2021,11/22/2024,11/23/2021,Renewable,1
001j000000k21y0AAA,7/9/2020,7/8/2023,7/9/2020,Renewable,1
001j000000k21yjAAA,6/29/2018,,6/29/2018,Evergreen,0
001j000000k21yvAAA,6/19/2020,6/30/2022,7/1/2021,Renewable,1
001j000000k21zHAAQ,9/25/2018,2/25/2021,9/25/2018,Evergreen,0
001j000000k21zJAAQ,5/9/2019,11/8/2020,11/9/2020,Evergreen,0
001j000000k21zMAAQ,11/30/2020,11/29/2023,11/30/2020,Renewable,1
001j000000k21zoAAA,10/12/2016,,10/12/2016,Evergreen,0
001j000000k21zpAAA,3/13/2017,,3/13/2017,Evergreen,0
001j000000k220aAAA,7/22/2016,,2/21/2021,Evergreen,0
001j000000k220KAAQ,7/5/2016,1/1/2024,1/2/2021,Renewable,1
001j000000k220vAAA,10/25/2016,9/24/2023,9/25/2021,Renewable,1
001j000000k2218AAA,12/22/2016,,12/22/2016,Evergreen,0
001j000000k221AAAQ,7/23/2019,7/23/2024,7/24/2021,Renewable,1
001j000000k221GAAQ,12/11/2020,12/10/2023,12/11/2020,Renewable,1
001j000000k224hAAA,10/28/2015,,10/28/2015,Evergreen,0
001j000000k224vAAA,12/16/2015,,12/16/2015,Evergreen,0
001j000000k224zAAA,8/24/2017,10/24/2022,10/25/2021,Evergreen,0
001j000000k2253AAA,2/11/2020,2/10/2022,2/11/2021,Renewable,1
001j000000k2257AAA,5/31/2017,,5/31/2017,Evergreen,0
001j000000k225JAAQ,3/14/2018,,3/14/2018,Evergreen,0
001j000000k225TAAQ,12/1/2021,1/31/2025,2/1/2022,Renewable,1
001j000000k226OAAQ,6/25/2015,,3/17/2021,Evergreen,0
001j000000k2273AAA,3/31/2017,,1/22/2021,Evergreen,0
001j000000k227gAAA,11/25/2018,11/18/2020,11/25/2018,Evergreen,0
001j000000k227QAAQ,10/19/2016,1/17/2020,10/19/2016,Evergreen,0
001j000000k228bAAA,4/26/2019,9/14/2022,9/15/2021,Renewable,1
001j000000k228LAAQ,12/5/2019,11/5/2021,11/6/2021,Renewable,1
001j000000k228rAAA,9/26/2018,9/25/2024,9/26/2021,Renewable,1
001j000000k228sAAA,7/31/2017,,7/31/2017,Evergreen,0
001j000000k228ZAAQ,10/8/2019,10/7/2022,10/8/2019,Renewable,1
001j000000k229vAAA,8/1/2016,,3/1/2021,Evergreen,0
001j000000k229VAAQ,8/9/2021,8/8/2024,8/9/2021,Renewable,1
001j000000k22AaAAI,3/12/2020,3/11/2023,3/12/2020,Renewable,1
001j000000k22ACAAY,8/3/2021,11/24/2024,11/25/2021,Renewable,1
001j000000k22AkAAI,9/19/2016,9/30/2022,6/7/2021,Renewable,1
001j000000k22e1AAA,11/21/2018,,11/21/2018,Evergreen,0
001j000000k22EJAAY,3/1/2016,9/2/2021,3/16/2021,Renewable,1
001j000000k22eKAAQ,4/22/2016,,4/22/2016,Evergreen,0
001j000000k22EzAAI,2/7/2018,,2/7/2018,Evergreen,0
001j000000k22FEAAY,9/2/2019,9/1/2023,9/2/2021,Renewable,1
001j000000k22fhAAA,7/15/2021,1/25/2022,11/26/2021,Renewable,1
001j000000k22fSAAQ,11/6/2020,11/5/2021,11/6/2020,Renewable,1
001j000000k22G0AAI,10/31/2017,,10/31/2017,Evergreen,0
001j000000k22GnAAI,5/15/2019,,5/15/2019,Evergreen,0
001j000000k22GQAAY,6/1/2017,,6/1/2017,Evergreen,0
001j000000k22GsAAI,2/27/2019,11/14/2024,11/15/2021,Renewable,1
001j000000k22HcAAI,12/20/2017,1/1/2024,1/2/2021,Renewable,1
001j000000k22HlAAI,9/22/2021,9/21/2022,9/22/2021,Renewable,1
001j000000k22HrAAI,6/20/2017,,6/20/2017,Evergreen,0
001j000000k22HWAAY,8/24/2020,10/23/2023,10/24/2020,Renewable,1
001j000000k22IOAAY,1/24/2020,1/23/2021,1/24/2020,Renewable,1
001j000000k22IRAAY,11/11/2015,12/10/2022,12/11/2019,Renewable,1
001j000000k22J6AAI,3/12/2019,3/11/2021,3/12/2020,Renewable,1
001j000000k22JlAAI,11/7/2014,,11/7/2014,Evergreen,0
001j000000k22JmAAI,6/26/2015,,6/26/2015,Evergreen,0
001j000000k22JyAAI,9/5/2018,2/4/2024,4/19/2021,Renewable,1
001j000000k22JzAAI,11/13/2015,,11/13/2015,Evergreen,0
001j000000k22K2AAI,8/27/2021,8/26/2024,8/27/2021,Renewable,1
001j000000k22KZAAY,4/8/2016,,4/8/2016,Evergreen,0
001j000000k22L2AAI,9/30/2021,9/29/2024,9/30/2021,Renewable,1
001j000000k22L5AAI,5/20/2016,3/30/2024,3/31/2021,Renewable,1
001j000000k22L8AAI,1/29/2017,,1/29/2017,Evergreen,0
001j000000k22lDAAQ,11/30/2018,,3/18/2021,Evergreen,0
001j000000k22liAAA,9/9/2015,11/8/2024,11/9/2021,Renewable,1
001j000000k22LKAAY,6/21/2017,8/20/2020,6/21/2017,Evergreen,0
001j000000k22llAAA,1/4/2018,,3/8/2021,Evergreen,0
001j000000k22lSAAQ,8/12/2020,8/11/2023,8/12/2020,Renewable,1
001j000000k22LZAAY,5/14/2019,6/17/2022,12/15/2019,Renewable,1
001j000000k22MvAAI,6/8/2016,,12/18/2020,Evergreen,0
001j000000k22NfAAI,5/5/2017,,5/5/2017,Evergreen,0
001j000000k22nxAAA,1/1/2021,10/28/2021,10/29/2021,Renewable,1
001j000000k22NYAAY,5/10/2019,8/10/2023,8/11/2020,Renewable,1
001j000000k22NZAAY,12/9/2016,,2/17/2021,Evergreen,0
001j000000k22O4AAI,12/6/2016,,1/6/2021,Evergreen,0
001j000000k22OBAAY,11/6/2017,10/5/2021,11/6/2017,Evergreen,0
001j000000k22OCAAY,9/19/2019,9/18/2022,2/3/2022,Renewable,1
001j000000k22oMAAQ,3/20/2017,4/6/2021,4/7/2021,Evergreen,0
001j000000k22OtAAI,8/22/2019,8/21/2022,8/22/2019,Renewable,1
001j000000k22OVAAY,8/31/2016,11/30/2022,12/1/2021,Evergreen,0
001j000000k22PDAAY,12/19/2017,1/1/2024,7/2/2021,Renewable,1
001j000000k22ppAAA,12/10/2019,12/9/2023,12/10/2020,Renewable,1
001j000000k22Q0AAI,1/5/2018,1/13/2020,1/5/2018,Evergreen,0
001j000000k22QGAAY,4/12/2019,4/12/2024,4/13/2021,Renewable,1
001j000000k22qpAAA,11/10/2015,,11/10/2015,Evergreen,0
001j000000k22QsAAI,11/29/2019,11/28/2022,1/4/2021,Renewable,1
001j000000k22R4AAI,12/20/2018,,12/20/2018,Evergreen,0
001j000000k22rbAAA,11/14/2016,9/29/2023,1/1/2022,Renewable,1
001j000000k22RbAAI,5/17/2017,5/17/2023,5/17/2017,Renewable,1
001j000000k22RIAAY,6/28/2017,1/27/2023,12/21/2021,Renewable,1
001j000000k22rPAAQ,2/2/2016,10/1/2024,10/2/2021,Renewable,1
001j000000k22RqAAI,10/28/2019,10/27/2023,10/28/2020,Renewable,1
001j000000k22SGAAY,12/20/2019,3/1/2023,3/2/2020,Renewable,1
001j000000k22SoAAI,12/22/2015,12/31/2023,1/1/2021,Renewable,1
001j000000k22SuAAI,10/9/2015,1/27/2025,1/28/2022,Evergreen,0
001j000000k22SWAAY,6/13/2019,6/18/2024,6/19/2021,Renewable,1
001j000000k22SyAAI,4/15/2016,3/5/2024,3/6/2021,Renewable,1
001j000000k22T1AAI,12/28/2017,1/1/2024,1/2/2021,Renewable,1
001j000000k22t2AAA,2/25/2017,,3/16/2021,Evergreen,0
001j000000k22TBAAY,7/23/2018,9/22/2022,7/23/2018,Renewable,1
001j000000k22TfAAI,11/11/2016,1/1/2024,1/2/2021,Renewable,1
001j000000k22TwAAI,2/1/2022,3/31/2025,4/1/2022,Renewable,1
001j000000k22uYAAQ,5/1/2021,5/31/2024,6/1/2021,Renewable,1
001j000000k22wwAAA,9/30/2020,9/29/2024,9/30/2021,Renewable,1
001j000000k22x0AAA,10/19/2020,,10/19/2020,Evergreen,0
001j000000k22XeAAI,11/22/2021,11/21/2022,11/22/2021,Renewable,1
001j000000k22xgAAA,5/31/2017,8/27/2022,2/26/2021,Renewable,1
001j000000k22YwAAI,12/30/2016,9/27/2023,9/28/2020,Renewable,1
001j000000k230eAAA,8/24/2020,,8/24/2020,Evergreen,0
001j000000k230hAAA,3/2/2015,1/2/2021,1/3/2021,Evergreen,0
001j000000k230yAAA,8/3/2016,8/2/2022,2/9/2021,Renewable,1
001j000000k231YAAQ,11/23/2020,,11/23/2020,Evergreen,0
001j000000k2327AAA,12/16/2021,12/15/2023,12/16/2021,Renewable,1
001j000000k232lAAA,8/11/2021,9/10/2024,9/11/2021,Renewable,1
001j000000k235kAAA,1/5/2021,1/4/2023,1/5/2022,Renewable,1
001j000000k236bAAA,12/29/2017,10/31/2022,1/1/2021,Renewable,1
001j000000k23AIAAY,6/15/2020,8/12/2022,6/15/2021,Renewable,1
001j000000k23AUAAY,3/29/2019,9/28/2023,9/29/2020,Renewable,1
001j000000k23BQAAY,6/5/2018,1/4/2024,8/10/2021,Evergreen,0
001j000000k23CtAAI,11/8/2018,,1/15/2021,Evergreen,0
001j000000k23CvAAI,9/24/2019,11/26/2019,9/24/2019,Renewable,1
001j000000k2GUzAAM,6/16/2018,,6/16/2018,Evergreen,0
001j000000k2IwJAAU,5/10/2019,9/9/2023,10/10/2020,Renewable,1
001j000000k2TlxAAE,9/7/2016,12/6/2024,6/7/2022,Evergreen,0
001j000000k2WDCAA2,3/31/2022,9/29/2025,11/30/2022,Renewable,1
001j000000k2Z0PAAU,12/10/2018,4/17/2020,12/10/2018,Evergreen,0
001j000000k3TEhAAM,2/13/2018,6/13/2022,6/14/2021,Renewable,1
001j000000kF56ZAAS,11/8/2018,3/27/2024,3/28/2021,Renewable,1
001j000000kGBPmAAO,8/17/2017,11/19/2020,8/17/2017,Evergreen,0
001j000000kGD0LAAW,10/12/2017,10/5/2020,10/12/2017,Evergreen,0
001j000000kGQ5DAAW,3/13/2020,3/12/2023,3/13/2020,Renewable,1
001j000000kGWWNAA4,11/28/2018,,11/28/2018,Evergreen,0
001j000000msL19AAE,9/12/2019,9/11/2023,9/12/2020,Renewable,1
001j000000msYyjAAE,10/19/2017,,10/19/2017,Evergreen,0
001j000000mx4HcAAI,4/12/2018,3/29/2023,3/30/2020,Renewable,1
001j000000mx4KFAAY,9/20/2019,5/10/2023,7/16/2020,Renewable,1
001j000000mx4lYAAQ,12/29/2020,12/28/2023,12/29/2020,Renewable,1
001j000000mx4RqAAI,12/11/2018,3/10/2024,3/11/2021,Renewable,1
001j000000mx4sNAAQ,12/13/2019,4/16/2024,4/17/2021,Renewable,1
001j000000mx5BqAAI,12/12/2016,,3/17/2021,Evergreen,0
001j000000mx5C3AAI,8/31/2021,8/30/2024,8/31/2021,Renewable,1
001j000000mx8tJAAQ,8/16/2017,,3/16/2021,Evergreen,0
001j000000mx8ytAAA,7/30/2020,7/29/2023,3/1/2021,Renewable,1
001j000000mx8zpAAA,8/21/2020,7/23/2024,7/24/2021,Renewable,1
001j000000mx910AAA,7/1/2021,6/30/2023,7/1/2021,Renewable,1
001j000000mx96gAAA,9/7/2020,9/30/2023,7/30/2021,Renewable,1
001j000000mx9dGAAQ,2/18/2019,3/17/2025,3/18/2022,Renewable,1
001j000000mx9fLAAQ,8/27/2020,8/26/2023,8/27/2020,Renewable,1
001j000000mx9hOAAQ,11/6/2020,,11/6/2020,Evergreen,0
001j000000mx9p2AAA,5/9/2018,8/15/2022,8/16/2019,Evergreen,0
001j000000mx9zrAAA,4/19/2017,8/18/2022,4/19/2017,Renewable,1
001j000000mxAadAAE,2/22/2018,,2/22/2018,Evergreen,0
001j000000mxAKUAA2,1/1/2020,12/31/2023,1/1/2020,Renewable,1
001j000000mxALgAAM,2/9/2021,2/8/2024,2/9/2021,Renewable,1
001j000000mxAr4AAE,9/6/2019,9/5/2023,11/5/2021,Renewable,1
001j000000mxAtAAAU,9/28/2020,,9/28/2020,Evergreen,0
001j000000mxAuzAAE,12/31/2021,12/30/2024,1/31/2022,Renewable,1
001j000000mxAwlAAE,8/3/2016,1/1/2021,8/3/2016,Renewable,1
001j000000mxAYYAA2,10/28/2020,10/27/2023,10/28/2020,Renewable,1
001j000000mxBiFAAU,7/27/2016,,7/27/2016,Evergreen,0
001j000000mxBQ7AAM,1/26/2016,,1/26/2016,Evergreen,0
001j000000mxBW5AAM,1/7/2022,1/6/2023,1/7/2022,Renewable,1
001j000000mxBxVAAU,10/1/2020,9/30/2023,2/6/2021,Renewable,1
001j000000mxC87AAE,7/21/2021,7/20/2024,7/21/2021,Renewable,1
001j000000mxCAKAA2,2/14/2018,12/31/2024,1/1/2022,Renewable,1
001j000000mxCEsAAM,7/1/2019,9/11/2022,9/12/2021,Renewable,1
001j000000mxCGPAA2,3/15/2019,8/14/2022,3/15/2019,Renewable,1
001j000000mxChdAAE,9/29/2020,9/28/2023,9/29/2020,Renewable,1
001j000000mxCsDAAU,12/15/2020,12/14/2023,2/2/2021,Renewable,1
001j000000mxCu5AAE,1/5/2017,,1/5/2021,Evergreen,0
001j000000mxCv1AAE,10/15/2020,10/14/2023,10/15/2020,Renewable,1
001j000000mxD1IAAU,6/18/2015,,6/18/2015,Evergreen,0
001j000000mxD5xAAE,11/1/2021,10/31/2024,11/1/2021,Renewable,1
001j000000mxDosAAE,7/25/2016,1/30/2023,1/31/2020,Renewable,1
001j000000mxDpoAAE,5/25/2015,3/19/2025,11/11/2021,Renewable,1
001j000000mxDqOAAU,6/24/2019,6/23/2023,2/4/2022,Renewable,1
001j000000my2qPAAQ,5/24/2018,8/4/2022,8/5/2021,Evergreen,0
